,TIC_ID
8106314,119363200
8106316,157534010
8106317,157397811
8106318,157133040
8106319,102213326
8106320,156737167
8106321,229174003
8106322,206844751
8106323,229298337
8106325,144697602
8106327,46742445
8106328,143354316
8106329,46685397
8106331,72424350
8106332,279580905
8106333,143210253
8106334,97723032
8106335,91598828
8106337,49243443
8106338,79940094
8106340,49242140
8106341,299653226
8106342,48949154
8106343,143234283
8106344,100660229
8106345,117816392
8106346,100479282
8106347,124939576
8106348,124934971
8106349,52500144
8106350,160350901
8106352,442927172
8106353,46436359
8106354,46622193
8106355,442958362
8106357,140634767
8106358,271575209
8106360,301783261
8106361,237535339
8106363,281242492
8106364,265715906
8106367,265547963
8106368,234655328
8106369,234704409
8106371,199917336
8106372,158698410
8106373,232492616
8106375,282582265
8106377,759109691
8106378,48521512
8106381,124321054
8106382,124104581
8106384,443086939
8106385,123892977
8106386,24830810
8106388,443282381
8106390,120883123
8106391,143179305
8106392,24885334
8106393,25332241
8106394,118722542
8106396,24720110
8106397,332917522
8106398,66559887
8106399,24432643
8106400,24530867
8106402,100680883
8106403,705681462
8106404,201491859
8106405,143168072
8106407,237406417
8106408,235289427
8106409,235502456
8106410,21621517
8106414,21444220
8106415,21727777
8106416,192789637
8106417,202189986
8106418,20209662
8106419,391924088
8106420,177255758
8106423,20181460
8106424,167713830
8106425,34738587
8106426,713320383
8106427,234047548
8106428,281808251
8106429,36443156
8106430,250589894
8106432,283301655
8106433,36360242
8106435,142721085
8106436,142464288
8106437,35641695
8106438,61404978
8106439,35634949
8106440,346314840
8106441,147313492
8106442,34378613
8106443,61405613
8106445,235443365
8106446,287915912
8106448,34726568
8106449,67162467
8106450,237416870
8106452,237813954
8106454,234069287
8106456,52002389
8106458,281047645
8106459,264539791
8106460,200090101
8106461,457229012
8106462,232170043
8106464,319614734
8106465,293782507
8106466,264481150
8106467,138902414
8106469,207018530
8106470,71631007
8106472,147802420
8106475,237407537
8106476,237407389
8106478,192788243
8106480,202180104
8106482,53597748
8106485,96792863
8106488,100831382
8106490,96391711
8106491,46562312
8106492,33991276
8106494,34730314
8106495,333341661
8106498,333497439
8106499,318062958
8106501,33743341
8106502,46311208
8106503,202018870
8106504,251286062
8106507,251260438
8106509,427375327
8106510,4201510
8106511,50620740
8106512,235304399
8106513,39347103
8106516,143107660
8106517,201470915
8106519,96390714
8106520,96587017
8106521,124775234
8106522,96657385
8106523,97063128
8106524,96383131
8106527,29759687
8106528,157313960
8106529,123883653
8106530,207020822
8106532,71871799
8106533,229291775
8106534,168061810
8106535,53075282
8106537,250589072
8106538,176586494
8106539,42174612
8106541,39675678
8106542,39169785
8106544,220323968
8106545,280639833
8106546,43320043
8106548,280120692
8106549,42634920
8106550,712984353
8106551,237452473
8106552,234568937
8106553,302764972
8106554,13984687
8106555,63046356
8106556,173039808
8106558,37547978
8106559,37918787
8106560,172084058
8106561,49707549
8106562,63110482
8106563,37502604
8106564,172526856
8106565,53461330
8106566,332973000
8106567,339963148
8106569,279321950
8106570,294208349
8106571,340006114
8106572,270720458
8106573,235545911
8106574,279087217
8106575,294097390
8106577,294393328
8106578,279157076
8106579,381925600
8106581,262499578
8106583,350716717
8106584,260269452
8106585,294394256
8106586,278895128
8106587,278895152
8106588,39824758
8106590,278895441
8106591,382188336
8106592,350622996
8106593,279516900
8106595,260078613
8106596,350442159
8106597,350442275
8106598,220479588
8106599,220437465
8106600,158733004
8106601,264484819
8106603,323420177
8106605,50618323
8106606,220044483
8106608,11900774
8106609,241921061
8106610,157751519
8106611,385993268
8106612,386151695
8106614,155086240
8106615,235072407
8106617,170100015
8106619,42339216
8106620,170276990
8106621,156882305
8106622,231927428
8106623,453854036
8106624,427398179
8106625,43247193
8106627,123461353
8106628,370037714
8106629,231122963
8106630,118933986
8106631,32154434
8106632,261263449
8106633,119371615
8106634,281924516
8106635,271799480
8106636,443308670
8106637,375180035
8106639,238225417
8106640,141088762
8106646,437962843
8106648,307126805
8106651,438508926
8106652,387684650
8106653,438427137
8106654,89010067
8106655,151236987
8106656,306816900
8106659,306905609
8106660,294117923
8106662,438042034
8106664,130574917
8106665,293690456
8106667,427395778
8106668,427394756
8106669,4353169
8106671,100778653
8106672,72095565
8106673,78054576
8106675,100608437
8106676,160327926
8106678,124842947
8106681,124937728
8106682,124918808
8106683,24628327
8106684,24624512
8106685,140286693
8106686,234778088
8106688,265547025
8106689,237643893
8106690,266072304
8106691,234607967
8106692,282579782
8106693,199913404
8106694,158868580
8106695,200053580
8106696,234554094
8106697,293929714
8106698,293929432
8106699,234948552
8106700,155095791
8106701,303859393
8106702,59720201
8106703,337262017
8106705,438495546
8106706,372617495
8106709,150437523
8106710,149625947
8106712,150068226
8106713,733027940
8106714,255741816
8106715,255635705
8106716,255620076
8106717,255629361
8106718,270675160
8106719,219403617
8106721,140212775
8106723,100762027
8106726,386193614
8106727,206678509
8106729,438484933
8106731,98045434
8106732,434375783
8106734,438146739
8106736,143203922
8106737,471012437
8106738,238159991
8106739,767291900
8106741,11462081
8106742,60487292
8106743,60350171
8106744,49243797
8106745,49243963
8106748,48651947
8106749,49314314
8106750,49314178
8106751,48754982
8106752,47542300
8106754,33518992
8106756,67043281
8106757,59752320
8106760,123570432
8106761,123799901
8106763,93373397
8106764,393792344
8106766,123552825
8106770,79690705
8106771,79378278
8106772,306934626
8106774,255743845
8106777,238044265
8106778,219207533
8106780,235047039
8106781,231736900
8106782,259703545
8106783,375150381
8106784,270673370
8106785,219398543
8106786,231806869
8106787,238131320
8106789,306933539
8106790,306670905
8106791,355278964
8106792,238061159
8106794,255704074
8106797,302803650
8106799,263293856
8106800,436152866
8106802,102457767
8106803,139544562
8106804,220330888
8106805,93168130
8106806,59746864
8106807,93207346
8106808,92847829
8106809,93329082
8106810,49017192
8106812,78956272
8106814,79875891
8106816,48747362
8106817,48747101
8106821,60242805
8106822,123852656
8106823,48520491
8106824,93128765
8106825,453096328
8106826,300383417
8106827,34258078
8106828,287846583
8106829,444953229
8106830,46686011
8106832,34845493
8106833,288068496
8106834,445145809
8106835,445145831
8106838,237540344
8106839,264459606
8106840,266160524
8106841,713165459
8106844,158737423
8106845,713222223
8106847,151628818
8106848,281718414
8106852,251112468
8106853,37401304
8106854,53591626
8106858,11193981
8106859,50748333
8106860,52488724
8106861,71727159
8106863,50621976
8106864,242066366
8106865,37484749
8106868,42563116
8106869,50527518
8106871,767297778
8106872,255629666
8106873,237954155
8106874,237982939
8106875,238129756
8106877,255697865
8106878,219147386
8106879,219378715
8106880,219413234
8106882,219370621
8106883,219367965
8106886,350336665
8106887,350656312
8106888,238094073
8106889,219391250
8106890,238013262
8106891,231736093
8106892,375091583
8106893,259677186
8106895,93280648
8106896,11411101
8106900,176471485
8106901,280113540
8106902,282384644
8106905,53241366
8106906,279986941
8106907,280214794
8106908,32528943
8106910,43083861
8106917,143125075
8106918,143210379
8106919,443024109
8106923,279512738
8106924,279581311
8106925,66885416
8106927,279569618
8106928,442918617
8106929,229284814
8106930,229283527
8106931,235346738
8106932,200640981
8106933,229310255
8106934,229307900
8106936,139480497
8106937,139648100
8106938,47602761
8106939,707467259
8106940,708565082
8106941,730543896
8106942,730543928
8106944,179213412
8106945,41595092
8106946,389668811
8106947,220403984
8106952,29780956
8106955,40970982
8106957,40662438
8106958,29780874
8106959,234782026
8106961,220422527
8106962,279614461
8106964,278991260
8106966,170366621
8106967,130261296
8106968,7421198
8106969,738307102
8106970,31868293
8106972,41032120
8106973,33520373
8106975,369592682
8106977,281534808
8106978,47502869
8106979,234218164
8106982,234121869
8106983,284286998
8106984,172362165
8106985,160266380
8106986,30956956
8106987,101143207
8106989,708357666
8106990,48621198
8106991,47633493
8106992,37796205
8106995,30960713
8106996,33003625
8106997,33066953
8106998,21748040
8106999,96519334
8107001,143092660
8107002,24612754
8107005,123661775
8107006,96521597
8107007,97420313
8107008,78011495
8107009,24430067
8107010,124940840
8107011,52001581
8107012,438120120
8107013,52289473
8107014,247552430
8107015,438226003
8107018,52516614
8107020,127190268
8107021,302345588
8107022,247479122
8107023,337081809
8107024,127231267
8107025,92992604
8107026,229238082
8107027,365845614
8107030,365640032
8107031,140502948
8107032,461706856
8107033,436331535
8107035,61160166
8107036,123555380
8107037,235491466
8107038,365568643
8107039,139412123
8107040,47495211
8107042,170205132
8107044,231967638
8107045,157010112
8107046,156837648
8107047,220616117
8107049,344084336
8107050,344084777
8107051,161528931
8107052,161576979
8107054,46682662
8107055,346709464
8107056,317873793
8107057,96659863
8107058,53063603
8107059,220425438
8107060,260159935
8107061,150165930
8107062,220425513
8107063,381949876
8107064,407616488
8107065,141212107
8107066,272427921
8107067,141683958
8107069,238180822
8107072,96317868
8107073,141211326
8107074,407615866
8107075,394230466
8107077,235122949
8107078,235410610
8107079,202112308
8107080,308057002
8107081,307475460
8107082,91920890
8107083,52043839
8107086,408219437
8107088,92987868
8107091,232254192
8107093,265156838
8107094,232175314
8107095,266000711
8107096,234601024
8107097,232132679
8107098,158733108
8107099,200052788
8107100,266001646
8107101,287325591
8107103,130421906
8107104,200323613
8107105,39222289
8107106,231916349
8107109,231919877
8107110,389858970
8107112,235063030
8107114,382147200
8107116,260475056
8107117,220438395
8107118,176405035
8107119,278727086
8107120,382157562
8107121,287589962
8107122,142053145
8107123,140967447
8107124,141910909
8107125,146878629
8107126,346710910
8107127,20092249
8107128,393451723
8107129,157130001
8107132,156848146
8107135,148131835
8107136,14165183
8107137,11194055
8107138,427393001
8107139,72916869
8107141,237361642
8107142,705677373
8107143,172368131
8107146,101196463
8107147,172778639
8107148,427374589
8107149,47512908
8107150,32873609
8107151,160303542
8107152,322686228
8107154,172780052
8107157,37660654
8107158,34471108
8107159,427394748
8107161,42438405
8107162,37160712
8107163,11359902
8107164,39823426
8107165,282998149
8107166,176759633
8107167,42643871
8107168,50524860
8107171,71683020
8107172,72555306
8107174,71727909
8107175,24721124
8107176,443059088
8107177,443328062
8107178,388935663
8107179,332973975
8107180,66826681
8107181,24775593
8107182,71511276
8107183,71682513
8107186,34511512
8107187,34470202
8107189,237569134
8107191,408217716
8107192,408217710
8107194,29759002
8107195,30109373
8107196,437917243
8107197,438171831
8107198,438005006
8107199,438006090
8107200,307467287
8107202,337086872
8107203,237415575
8107204,302492175
8107205,308385471
8148321,458680694
8148378,80137372
8148381,412842383
8148384,65903024
8148385,99150237
8148394,65803653
8148397,66162318
8148422,53602228
8148424,409795532
8148427,125244833
8148436,63481992
8148454,53682170
8148486,65903780
8148496,172120110
8148528,172734582
8148544,146884707
8148557,97646800
8148564,112597904
8148566,112843389
8148567,96797944
8148568,98075010
8148590,97272783
8148592,98077296
8148595,114112071
8148614,52684359
8148627,422142487
8148643,54216996
8148687,132313087
8148698,133339772
8148708,131842163
8148724,175253836
8148725,175254988
8148734,22769302
8148739,157533670
8148755,334352580
8148756,307452085
8148789,106830354
8148819,355406796
8148822,355406799
8148823,355406539
8148837,238450713
8148846,344175577
8148857,238069953
8148870,284349207
8148876,255784686
8148887,255560740
8148911,255559203
8148967,445392679
8149000,334057598
8149022,173035406
8149051,346996454
8149070,31867144
8149087,234396464
8149098,458654855
8149102,425201066
8149106,468979699
8149125,421045684
8149145,79702921
8149159,388083953
8149162,388018867
8149176,174662320
8149177,174662454
8149178,174662768
8149206,148316007
8149226,119288496
8149231,157656065
8149232,23088523
8149252,296073869
8149256,405046988
8149274,79430862
8149277,49252264
8149294,431917825
8149319,412346654
8149327,11068680
8149343,53745318
8149376,141411201
8149403,409545220
8149413,141026903
8149460,141151953
8149489,140596513
8149563,176873735
8149603,140690428
8149629,130646723
8149645,268873751
8149662,64970337
8149701,279511712
8149723,341193607
8149732,340459410
8149748,293973218
8149750,340458436
8149786,278380781
8149799,278202079
8149812,238381092
8149813,238598228
8149814,238546119
8149848,299940359
8149881,300604036
8149907,167088607
8149920,177116244
8149965,167126852
8149971,452843608
8149974,455210607
8149976,455249424
8149980,257298099
8149999,393124350
8150009,354825493
8150011,146915627
8150018,123150256
8150034,143779404
8150045,170159231
8150059,95410045
8150065,157010088
8150082,170225363
8150083,134545456
8150116,285024852
8150147,452375586
8150161,59728221
8150180,340634155
8150231,260372062
8150271,260041674
8150322,260192754
8150401,381950979
8150403,350619228
8150407,382259669
8150420,220476607
8150434,262573254
8150518,339635291
8150567,350655963
8150598,339672887
8150614,260605873
8150648,264239035
8150655,69295126
8150660,247085755
8150667,340215551
8150709,279321185
8150731,279214471
8150784,340484005
8150785,445586826
8150790,278987417
8150880,409736562
8150881,340319610
8150932,279359927
8150975,296352323
8151026,339728935
8151053,278684936
8151054,350563801
8151081,350346371
8151082,257721857
8151083,350295877
8151105,260131665
8151294,88758106
8151309,10176636
8151316,65208287
8151334,268565917
8151351,33368428
8151360,187515891
8151375,269087549
8151390,268866599
8151398,268584316
8151420,72977113
8151430,122979644
8151449,300244770
8151451,300865934
8151457,177179102
8151475,453101438
8151494,300162674
8151527,300038390
8151600,389865251
8151626,389433788
8151664,176935619
8151698,30110465
8151850,370041241
8151858,167304735
8151894,468986279
8151895,468986285
8151905,234448500
8151916,453144504
8151936,421047795
8151950,366352857
8152000,421078190
8152013,264320367
8152033,63198307
8152040,452955339
8152050,126366000
8152057,108127886
8152072,7024474
8152092,247124446
8152102,16160380
8152103,16275552
8152111,64456992
8152136,347355277
8152223,148506724
8152243,19521505
8152246,175687669
8152249,134330106
8152252,173673173
8152265,175380021
8152268,50758245
8152274,174664153
8152275,175523591
8152276,175523155
8152281,173530123
8152284,131028473
8152285,131577609
8152291,174540689
8152293,173139593
8152294,173139598
8152302,147944220
8152304,156712422
8152337,148335050
8152365,168975758
8152381,169015594
8152400,169772352
8152402,170526663
8152406,121284534
8152411,88632544
8152425,178549284
8152435,73039225
8152446,178479222
8152452,88751083
8152466,10484635
8152467,64408446
8152487,66100263
8152533,294159692
8152539,339962335
8152546,340216929
8152564,445586413
8152571,279573219
8152576,293975288
8152625,264768896
8152650,279360385
8152667,341188017
8152730,32296140
8152739,36198337
8152750,93682963
8152786,150357404
8152812,149219496
8152860,308395911
8152880,38759751
8152884,38680734
8152992,38574307
8153003,38828538
8153028,38574220
8153051,149250753
8153075,38602305
8153096,38877693
8153136,349677777
8153252,38909679
8153264,374860864
8153274,149346418
8153278,150394126
8153289,150098777
8153296,55298910
8153350,55478023
8153364,150320620
8153377,237934406
8153383,125646491
8153385,178672826
8153400,125267683
8153418,177717406
8153423,177279217
8153427,146264536
8153428,146036695
8153430,293917053
8153437,141511993
8153442,141113382
8153452,348911956
8153477,131569323
8153478,132639481
8153494,22975033
8153499,133858150
8153502,174432809
8153505,173512656
8153513,174872586
8153519,63483267
8153525,149672905
8153527,97280658
8153537,307709641
8153570,124648297
8153571,182094771
8153578,280310048
8153590,143782359
8153612,218434528
8153657,238150235
8153684,16276037
8153705,14498757
8153716,14447812
8153782,50896383
8153788,106349204
8153795,63041201
8153804,64208749
8153813,106996670
8153819,170522162
8153825,125614330
8153839,110606015
8153853,53743451
8153857,65652471
8153866,64203640
8153867,63192079
8153878,52316632
8153893,52638345
8153902,52114921
8153920,112599166
8153937,151845521
8153961,458582777
8153965,50929829
8153969,51995257
8153973,111746359
8153986,151011923
8153993,151719888
8153995,133034408
8154001,145089669
8154024,50998401
8154038,170581961
8154059,169846524
8154067,19819072
8154075,170466721
8154080,169910674
8154094,62151160
8154121,268780698
8154156,169051549
8154181,468955101
8154182,458680872
8154236,272086938
8154368,141335886
8154383,141482069
8154457,30762159
8154464,25155664
8154485,32035258
8154514,294747615
8154572,25078674
8154636,55587685
8154649,178479275
8154680,147956394
8154688,385721987
8154697,147033608
8154702,146908355
8154703,61405251
8154704,147958296
8154711,296454449
8154714,94123745
8154718,98878315
8154730,468954743
8154737,458592857
8154746,78899769
8154756,187458882
8154770,81677207
8154774,231376711
8154781,124074495
8154786,6423203
8154789,143198743
8154790,143199501
8154797,134542955
8154801,143195800
8154807,134497068
8154812,238612881
8154814,59533878
8154852,61686716
8154879,177329671
8154894,267461454
8154917,167121012
8154945,255686390
8154975,255640115
8155000,237948122
8155001,255759158
8155002,319433485
8155019,452358088
8155020,231824922
8155042,130104663
8155051,126263146
8155052,153853090
8155055,127975080
8155079,65052060
8155080,110198259
8155086,64602863
8155107,65472324
8155108,106412328
8155136,110798661
8155138,110798652
8155140,96520633
8155152,259449942
8155154,288473353
8155187,307297481
8155188,295826386
8155225,35586307
8155230,386070356
8155245,147587254
8155291,348298765
8155303,168942250
8155304,178366555
8155334,169197303
8155346,123089572
8155360,41331819
8155402,5456605
8155463,5458984
8155481,121286109
8155498,149248196
8155530,140898575
8155692,370227780
8155767,141810080
8155838,141186075
8155863,81285690
8155870,294870403
8155888,143992817
8155905,61910639
8155914,10254683
8155940,29987134
8155949,306735869
8155988,300088321
8156029,300448625
8156175,32052027
8156233,40716679
8156416,167005517
8156449,124955785
8156452,124541490
8156475,453125995
8156487,366485177
8156513,271096331
8156547,453189454
8156569,366355413
8156578,234377281
8156582,443965212
8156593,234411236
8156655,425277901
8156710,173637554
8156722,182371611
8156742,157093552
8156748,148405135
8156756,237408777
8156764,119445781
8156774,131467031
8156780,182266101
8156799,443846457
8156801,458676830
8156820,119362815
8156841,130792149
8156842,130952469
8156844,132314517
8156852,295071039
8156881,134500902
8156885,143332975
8156888,123105281
8156889,143150117
8156920,170226130
8156950,453100169
8156959,130416157
8156968,165186105
8156976,232017780
8156986,180946244
8156987,158111591
8156990,255614399
8157036,53909395
8157062,53688090
8157151,98389162
8157162,52044923
8157165,52686322
8157166,53063082
8157199,52687259
8157230,178719204
8157235,147902364
8157236,147902328
8157239,147853586
8157259,443967737
8157260,458591172
8157290,425224332
8157291,366621826
8157294,458589377
8157295,458624619
8157296,458625278
8157297,366406717
8157313,366525012
8157320,124953606
8157322,32406784
8157326,32405713
8157327,6677245
8157378,124333381
8157387,124408413
8157400,19944744
8157417,16327751
8157443,146119350
8157457,144474192
8157461,48885351
8157462,49243933
8157464,150421434
8157467,96861698
8157491,149261470
8157497,51933566
8157498,52172862
8157507,51832266
8157521,52042528
8157530,422032203
8157539,49383411
8157542,346888622
8157543,334352535
8157573,94697756
8157577,50276717
8157583,95513457
8157590,385873047
8157621,409319605
8157631,54137341
8157655,174749108
8157669,174535088
8157679,341419283
8157682,148096708
8157686,173957871
8157730,175689544
8157734,147943408
8157751,148001905
8157762,119521550
8157763,134524880
8157764,393480589
8157788,317440039
8157799,455214636
8157801,319081938
8157819,274230814
8157820,280680714
8157828,264974342
8157836,452867057
8157855,340985103
8157856,341550561
8157870,453207486
8157871,453207964
8157910,127493611
8157928,64789187
8157929,126586580
8157939,294392620
8157958,65403216
8157959,107624739
8157961,64360570
8157969,127799216
8158011,6433811
8158016,6105860
8158020,340001869
8158059,19566581
8158062,5916713
8158080,50751274
8158089,279864445
8158102,308542383
8158247,319087837
8158252,455182595
8158295,257318268
8158301,271495046
8158314,317437681
8158332,280618896
8158350,319013269
8158359,284134458
8158374,69292626
8158405,60183119
8158412,440752528
8158416,358089005
8158422,5102485
8158423,33370510
8158426,5285386
8158458,293011208
8158468,96656841
8158472,113662487
8158491,111542328
8158504,17597783
8158505,19064095
8158575,260420061
8158643,339769900
8158685,294327312
8158719,350765991
8158749,350298145
8158751,220456828
8158852,293972244
8158861,220457904
8158938,262497948
8158980,279476396
8158984,260507093
8159001,339890862
8159034,279510954
8159059,220418532
8159097,452926293
8159113,284333315
8159162,317868997
8159219,80959456
8159221,80962669
8159223,180974744
8159257,165207274
8159258,158111564
8159296,165188672
8159298,165149397
8159322,144059866
8159332,354931043
8159336,285412836
8159351,17661314
8159353,69370916
8159363,65804343
8159366,64841664
8159388,66594335
8159410,128906786
8159413,106741806
8159436,109728592
8159437,128906055
8159462,237942787
8159493,27654333
8159511,270577175
8159516,219213742
8159555,80481029
8159567,79645882
8159573,262541747
8159574,264313563
8159579,16326961
8159585,143991082
8159594,285029577
8159620,170403852
8159636,143737679
8159653,165152656
8159661,156934909
8159703,232022864
8159734,158092259
8159744,156990253
8159747,180975398
8159748,180976053
8159752,165189818
8159786,178650755
8159803,66030451
8159824,73406759
8159844,153840769
8159850,294501689
8159855,154234114
8159885,431796509
8159887,169197926
8159939,27548343
8159958,409825746
8159969,56233362
8159974,827160
8159975,307624961
8159991,125056469
8159996,334453577
8160010,270046250
8160011,271135561
8160036,178337274
8160061,366631971
8160062,443995718
8160070,54219164
8160115,271973682
8160127,142085842
8160176,219173916
8160179,146125455
8160194,152085965
8160196,144361392
8160202,145979593
8160233,419237698
8160234,419425547
8160238,421129700
8160272,109979453
8160287,126441970
8160300,81326854
8160312,65133819
8160322,63475995
8160330,255559489
8160339,268119987
8160356,141988284
8160372,79867050
8160374,79215518
8160378,78897024
8160383,81056205
8160395,79136279
8160399,299738361
8160408,4706382
8160423,423245334
8160424,423245341
8160426,349199712
8160433,80466973
8160441,456871289
8160458,139522208
8160460,80282130
8160462,348907495
8160465,99615978
8160474,100205088
8160475,100205079
8160486,11071764
8160491,141102445
8160503,142416795
8160504,141650303
8160519,141786691
8160531,4978455
8160532,78816109
8160533,81584371
8160542,139239856
8160543,5236245
8160572,51901086
8160573,124939805
8160584,53175558
8160618,231339279
8160621,98547563
8160670,280615259
8160687,238283336
8160688,238378233
8160689,238562738
8160690,269402047
8160691,269064487
8160692,238644642
8160694,238543726
8160700,425225100
8160702,267603216
8160710,269400564
8160718,73092200
8160722,267685608
8160758,145972795
8160783,65672998
8160788,23619729
8160789,5283076
8160798,23550713
8160799,10170989
8160858,134856718
8160861,130875665
8160867,175604551
8160877,366439845
8160883,366497914
8160929,432119812
8160983,154360594
8160986,65218962
8160994,156109555
8161024,127574614
8161039,6172378
8161076,165186583
8161138,235071558
8161156,255590597
8161157,235081444
8161219,23856429
8161220,177754717
8161222,266617669
8161234,151414892
8161252,148874815
8161256,23463149
8161259,151611362
8161263,231461096
8161278,134321089
8161299,174008063
8161309,175682822
8161320,175175802
8161324,151270857
8161325,150796339
8161336,96439635
8161339,124854318
8161367,124988213
8161381,96925994
8161392,53121677
8161400,124921846
8161407,97279089
8161409,112072597
8161412,145619018
8161415,150281689
8161432,139385056
8161435,78959225
8161447,143317921
8161450,218885970
8161461,79145706
8161480,142842663
8161490,48402361
8161507,412735095
8161508,49187883
8161509,141517690
8161510,140947789
8161520,238425367
8161525,268754714
8161531,269335268
8161544,267390078
8161553,267457243
8161560,151267250
8161581,238092498
8161598,150284425
8161599,50715073
8161620,7425828
8161624,318661622
8161660,141597886
8161668,412775188
8161677,139780299
8161683,419145500
8161695,134645927
8161697,54702322
8161724,259070502
8161758,145868335
8161770,148109427
8161771,405160588
8161781,146325432
8161785,373916957
8161809,143900456
8161811,112105675
8161812,114477338
8161816,141933991
8161837,143478622
8161869,284585830
8161881,143488434
8161883,143491577
8161904,79928962
8161905,123032108
8161922,122986711
8161927,143995990
8161948,81295437
8161954,60376707
8161962,130572924
8161963,130645531
8161964,130645536
8161977,123828222
8162025,255565783
8162059,238001475
8162062,355410865
8162112,219155952
8162114,255548143
8162139,290751560
8162155,344085174
8162156,238158736
8162158,291472646
8162186,219143616
8162236,291635915
8162249,237956133
8162251,255630992
8162285,114478200
8162338,96651307
8162342,51830556
8162343,117766002
8162344,117766185
8162379,150357613
8162404,372908550
8162439,350094361
8162440,349647610
8162476,167572319
8162494,150437899
8162497,148169771
8162538,149304313
8162594,364322720
8162702,300328258
8162798,391901960
8162807,300160320
8162833,300329283
8162857,176876294
8162878,300290824
8162918,41533313
8162920,177075997
8162925,41533357
8162953,176960513
8162961,385924749
8163038,300039724
8163095,300015239
8163097,300015238
8163119,292643105
8163120,453007279
8163121,271314234
8163134,293228676
8163144,271496054
8163145,290416357
8163158,284446669
8163182,133146568
8163183,133146580
8163234,147941164
8163257,147906506
8163298,237948257
8163331,238926302
8163375,375092757
8163405,270676778
8163428,355280935
8163432,238925893
8163462,363913149
8163504,269407223
8163549,270558473
8163587,59605887
8163594,354825513
8163610,381949031
8163612,260416268
8163652,350295056
8163672,381949122
8163713,455148117
8163764,280576141
8163766,321146693
8163768,280439558
8163814,280001313
8163821,432012592
8163895,175177533
8163896,175305079
8163897,175178258
8163961,393388737
8163983,119489880
8163984,237405445
8164002,169015426
8164012,178663873
8164021,168937669
8164054,88623578
8164056,73342132
8164083,169108295
8164098,169014895
8164111,169108829
8164116,168976468
8164117,122983034
8164143,26045729
8164165,289014983
8164177,123699670
8164188,143202322
8164216,123153249
8164232,134198841
8164310,260301896
8164315,125400344
8164316,409818159
8164336,358661172
8164381,65878107
8164424,64511209
8164429,268781343
8164461,319181461
8164462,51407609
8164463,264976173
8164508,142671635
8164513,306757983
8164519,147707335
8164542,55852584
8164581,59649100
8164607,55384162
8164696,167720039
8164830,237940785
8164856,237914586
8164857,55404385
8164936,38469670
8164979,149990865
8165020,262885414
8165055,140692280
8165180,234379830
8165191,170312111
8165203,238489837
8165208,238137143
8165240,344023606
8165339,355275755
8165345,238949177
8165355,255754686
8165361,268971806
8165401,219197061
8165485,238013192
8165508,238949000
8165526,255756043
8165539,255642378
8165542,255570210
8165577,220436223
8165599,382198789
8165662,260266504
8165708,124544385
8165709,124545544
8165717,47636304
8165718,80954757
8165723,48881783
8165730,49017032
8165731,262322505
8165749,139922508
8165751,139922313
8165769,152500440
8165779,56287123
8165786,259214713
8165793,19568026
8165799,289113624
8165805,50483564
8165836,49832986
8165852,19941715
8165861,409321615
8165879,393385816
8165894,106754792
8165895,109564770
8165902,63427664
8165932,35893212
8165941,64358292
8165942,106899094
8165947,63571394
8165959,124987299
8165966,52982382
8165974,29628522
8166030,272319474
8166079,142108949
8166229,141280255
8166248,178489528
8166268,176246444
8166275,176306721
8166287,299843377
8166319,139715890
8166320,139234512
8166323,141595550
8166335,177590238
8166343,19817889
8166345,19970087
8166350,19687727
8166364,133422778
8166381,119327800
8166383,119518289
8166402,147800169
8166409,393388476
8166410,182318468
8166412,133039135
8166413,133038333
8166415,122901298
8166417,169168102
8166426,277982164
8166508,261205462
8166591,260972404
8166601,293741822
8166608,80036886
8166615,81736702
8166629,471011543
12086741,270678026
12086742,146544489
12086743,153725949
12086744,773262373
12086745,409878592
12086746,96800049
12086747,175599711
12086748,110470221
12086749,95403487
12086750,748883013
12086751,141599413
12086752,140580875
12086753,766092864
12086754,177034802
12086755,279866418
12086756,99344565
12086757,66312868
12086758,453102450
12086759,296179024
12086760,737163462
12086761,309704722
12086762,38828619
12086763,318789688
12086764,318791268
12086765,14714213
12086766,17670470
12086767,247136536
12086768,107149174
12086769,753480049
12086770,404968457
12086771,79216392
12086772,238156722
12086773,177354054
12086774,299943748
12086775,178437425
12086776,30722080
12086777,31929199
12086778,262598886
12086779,738331660
12086780,149821432
12086781,218995144
12086782,148940011
12086783,157459353
12086784,265046597
12086785,308616873
12086786,145326165
12086787,294327531
12086788,20423244
12086789,317870303
12086790,172622053
12086791,293647796
12086792,293694777
12086793,129361159
12086794,348368182
12086795,56289358
12086796,421073709
12086797,150609052
12086798,319925868
12086799,108417336
12086800,100395051
12086801,80044638
12086802,52546372
12086803,318755244
12086804,344172592
12086805,145025760
12086806,65799885
12086807,168431789
12086808,146626743
12086809,98286073
12086810,149884141
12086811,176301775
12086812,151008903
12086813,295616418
12086814,112925641
12086815,150463426
12086816,143741916
12086817,821580045
12086818,771273350
12086819,143736004
12086820,80986164
12086821,255699681
12086822,284349046
12086823,238136080
12086824,52393962
12086825,177077420
12086826,176930969
12086827,132705184
12086828,157454121
12086829,235061209
12086830,280911834
12086831,350334336
12086832,280106688
12086833,317949919
12086834,296499262
12086835,119402720
12086836,123442157
12086837,123443101
12086838,6683634
12086839,238086247
12086840,238929567
12086841,255589393
12086842,262424906
12086843,257720503
12086844,80043766
12086845,172630791
12086846,148638723
12086847,11006757
12086848,177589416
