,TIC_ID
1196406,199737439
1196432,80337213
1196441,144460668
1196449,229092427
1196477,80418008
1196488,199730970
1196538,369604133
1196547,12433730
1196565,12470194
1196566,12470241
1196583,419051672
1196611,246854768
1196648,255784686
1196677,237948257
1196713,231279752
1196727,229142326
1196764,158637830
1196771,166835573
1196830,322052313
1196876,231272524
1196885,229137615
1196910,158622711
1196911,158535249
1196941,155896956
1196944,156084350
1196958,207144236
1196973,382473600
1196988,229140446
1197020,419012256
1197033,204320409
1197037,419009575
1197058,262106555
1197062,204351364
1197063,209366958
1197125,229150702
1197154,204323094
1197178,306738667
1197194,306829961
1197202,165880227
1197239,453099404
1197254,299940359
1197287,155950028
1197294,155940286
1197298,300604036
1197327,167088607
1197342,177116244
1197343,177034802
1197374,155985198
1197396,167126852
1197422,120610287
1197431,116660735
1197438,181164331
1197453,180551159
1197477,308209899
1197478,179282596
1197487,116156578
1197489,118585879
1197501,117157551
1197522,166698220
1197543,115443993
1197554,115692339
1197559,183560533
1197572,199733788
1197614,175397925
1197625,175315456
1197636,393964386
1197641,175375523
1197645,183537408
1197647,224224681
1197659,175400332
1197666,183984086
1197676,166853853
1197678,166745012
1197679,166802128
1197718,308209261
1197733,251855101
1197747,70797228
1197779,70786346
1197783,251841753
1197784,251880902
1197795,251845233
1197858,114809327
1197863,114876153
1197864,114818345
1197871,114912985
1197895,229012143
1197910,52246613
1197911,373916957
1197951,259862594
1197952,259862349
1197973,259886108
1198012,300448625
1198034,354671857
1198036,321908619
1198037,155913741
1198046,229159785
1198051,370010028
1198052,31741586
1198098,31780245
1198114,39071101
1198115,39071103
1198125,232076433
1198127,2835941
1198135,188630272
1198137,12422003
1198147,299943748
1198198,31798594
1198215,31799975
1198233,32052027
1198250,39082723
1198255,102034623
1198266,160196569
1198284,102029734
1198292,401867535
1198309,80470539
1198320,229098021
1198321,80431620
1198347,7147484
1198354,155991217
1198413,184398869
1198414,101936170
1198425,80420437
1198428,102032194
1198440,259886730
1198449,52195664
1198469,47336389
1198470,13137474
1198481,33982930
1198553,13023585
1198560,47510590
1198572,13140280
1198577,65263274
1198598,33910482
1198600,47482845
1198610,13059308
1198611,34036698
1198613,12931537
1198632,206361964
1198660,140893238
1198666,238005553
1198670,117611956
1198680,289592423
1198684,419051284
1198739,206362352
1198744,355477670
1198769,201175966
1198809,407625295
1198821,402129906
1198861,149019524
1198933,274016986
1198969,144309212
1198972,102062892
1198995,281498595
1199002,255686390
1199015,237948122
1199016,255759158
1199017,319433485
1199047,144331653
1199070,167121012
1199074,307160124
1199111,389727478
1199213,144386393
1199219,294870403
1199245,29987134
1199289,167005517
1199324,234302530
1199379,471015557
1199434,295071039
1199446,453100169
1199462,234309613
1199502,234337032
1199629,234300677
1199630,259847500
1199655,232084963
1199666,30762159
1199675,25155664
1199685,234300790
1199698,32035258
1199730,155315739
1199736,149837207
1199742,294747615
1199764,39048880
1199780,280051467
1199807,154842794
1199813,229062225
1199847,259901124
1199850,25078674
1199924,52287279
1199946,160032706
1199993,41863903
1199995,41898588
1200010,180872883
1200013,180999411
1200016,115943849
1200069,116157537
1200076,47552789
1200079,89464315
1200101,218980599
1200116,183528244
1200129,316806062
1200134,206663039
1200166,206685089
1200169,316781121
1200182,206649891
1200205,316805379
1200244,169266507
1200265,293973218
1200317,260372062
1200360,260041674
1200391,260192754
1200426,381950979
1200427,350619228
1200433,382259669
1200441,220476607
1200488,201859220
1200503,207132108
1200553,220424200
1200559,207202159
1200610,183587877
1200673,231005004
1200674,231005052
1200722,355509477
1200723,197808795
1200727,231005905
1200731,206583981
1200746,207203428
1200770,120428555
1200780,197845877
1200793,231044937
1200815,382424067
1200852,350655963
1200861,207205231
1200866,358290716
1200867,358290717
1200885,214664574
1200886,214664575
1200908,278684081
1200922,281656710
1200953,201293664
1200955,201295243
1200973,281703963
1200979,201795342
1201002,281668790
1201008,281763691
1201025,188626156
1201026,270187694
1201043,260605873
1201090,146165577
1201104,12723961
1201108,228507229
1201121,169764867
1201179,188569974
1201192,183584846
1201195,120443257
1201198,120563317
1201219,92132150
1201278,5633132
1201287,111750740
1201333,146165393
1201349,183595451
1201354,137773347
1201365,89545031
1201366,406406121
1201407,66465945
1201417,66497441
1201418,66533627
1201419,66533629
1201431,89547212
1201435,27955204
1201454,267094769
1201459,50381965
1201473,117643553
1201499,142085842
1201565,197787629
1201570,231005906
1201582,425904893
1201608,206534309
1201617,230981971
1201652,149018345
1201676,228507382
1201677,327996759
1201704,434111018
1201712,92136299
1201728,402324884
1201733,5716512
1201742,62439946
1201765,92135061
1201790,92138849
1201796,441056539
1201808,111750833
1201809,228383324
1201810,228383432
1201821,145750673
1201822,145532879
1201866,229142860
